 1   1
 2   1
 3   1
 4   1
 5  -3
 6  -4
 7   1
 8   1
 9   1
10   1
11  -7
12  -8
13  -9
14 -10
15   1
16   1
17 -15
18 -16
19   1
20   1
21   1
22 -21
23   1
24   1
